MÃ,TÊN CÔNG TY,NGÀNH,NĂM,ROA,ROE,LỢI NHUẬN BIÊN,NỢ / VỐN CHỦ SỞ HỮU,NỢ / TỔNG TÀI SẢN,EBIT/TỔNG TÀI SẢN,CURRENT RATIO,CASH RATIO,EQUITY / TỔNG TÀI SẢN,TỶ LỆ VỐN CHỦ SỞ HỮU,VÒNG QUAY TỔNG TÀI SẢN,VÒNG QUAY PHẢI THU,KHẢ NĂNG THANH TOÁN LÃI VAY,DÒNG TIỀN / DOANH THU,TĂNG TRƯỞNG LNST,TĂNG TRƯỞNG DOANH THU,TĂNG TRƯỞNG TÀI SẢN,cluster_kmeans,Credit_Rating,financial_health
AAA,An Phát Bioplastics,Hóa chất,2021,0.032383452,0.059428005,0.099015788,0.835134964,0.455080951,0.055623728,1.631339671,0.605717595,0.544919049,0.544919049,1.313060082,7.320156434,3.671016807,0.033753068,0.144682724,0.769268222,0.168052584,0,A,Trung bình
AAA,An Phát Bioplastics,Hóa chất,2022,0.010864495,0.019006278,0.071041124,0.749393666,0.428373373,0.033436415,1.764787124,0.51239263,0.571626627,0.571626627,1.416314751,9.721152913,2.078387927,0.006350119,-0.638149647,0.163369798,0.078555767,2,AA,Khá
AAA,An Phát Bioplastics,Hóa chất,2023,0.026692733,0.051844486,0.087841547,0.942269647,0.48513843,0.048272299,1.520341886,0.651600601,0.51486157,0.51486157,1.089616569,10.47525739,2.935589855,0.207203018,1.636119709,-0.174540947,0.072955264,0,A,Trung bình
AAA,An Phát Bioplastics,Hóa chất,2024,0.022558155,0.049738384,0.116478848,1.204895903,0.54646385,0.041489414,1.59978338,0.600867887,0.45353615,0.45353615,0.929768963,7.299065613,3.575425304,0.054300598,0.003017749,0.012743425,0.186856155,4,BBB,Trung bình
AAT,Tập đoàn Tiên Sơn Thanh Hóa,Hàng cá nhân & Gia dụng,2021,0.029503676,0.043086691,0.122452066,0.460383807,0.315248502,0.044261259,2.96645016,0.806525872,0.684751498,0.684751498,0.484506432,2.235814704,4.24859209,0.101759507,1.05247871,0.648125244,0.684209918,2,AA,Khá
AAT,Tập đoàn Tiên Sơn Thanh Hóa,Hàng cá nhân & Gia dụng,2022,0.084511352,0.121709254,0.158858961,0.440152724,0.3056292,0.125014408,2.085859542,0.074327586,0.6943708,0.6943708,0.912838353,2.332233943,6.849029578,-0.247984782,2.089789628,1.032283648,0.078673455,2,AA,Khá
AAT,Tập đoàn Tiên Sơn Thanh Hóa,Hàng cá nhân & Gia dụng,2023,-0.002438916,-0.00348573,0.078620344,0.429212654,0.300314059,0.029521381,2.053350789,0.009121402,0.699685941,0.699685941,0.592633447,1.435733795,1.278805034,0.069055378,-1.027705582,-0.376727897,-0.039968664,2,AA,Khá
AAT,Tập đoàn Tiên Sơn Thanh Hóa,Hàng cá nhân & Gia dụng,2024,-0.000337017,-0.000608569,0.094295591,0.805752823,0.44621435,0.008813611,2.386040046,0.063087163,0.55378565,0.55378565,0.440991606,1.553668193,1.003169147,-0.122411862,-0.819419767,-0.027566969,0.306819293,2,AA,Khá
AAV,Việt Tiên Sơn Địa ốc,Bất động sản,2021,0.030417615,0.037400057,0.101751088,0.229552552,0.186696007,0.042923177,4.0756483,0.016578107,0.813303993,0.813303993,0.504893991,0.788130016,12.98566928,-0.737453438,1.097972158,0.547454857,0.651318244,2,AA,Khá
AAV,Việt Tiên Sơn Địa ốc,Bất động sản,2022,0.003257169,0.004346262,0.080466678,0.334368137,0.250581626,0.012614558,3.416823028,0.011127897,0.749418374,0.749418374,0.459849529,0.682617235,2.040239815,-0.060329979,-0.883459358,-0.008762128,0.088334367,2,AA,Khá
AAV,Việt Tiên Sơn Địa ốc,Bất động sản,2023,-0.018873817,-0.022218376,0.043966481,0.177206265,0.150531195,-0.013735348,4.0756483,0.005006131,0.849468805,0.849468805,0.079634338,0.112129059,-2.395396839,0.414691333,-5.927710648,-0.852731346,-0.149595227,2,AA,Khá
AAV,Việt Tiên Sơn Địa ốc,Bất động sản,2024,-0.014574356,-0.01775332,-0.002391331,0.21812037,0.179063067,-0.013869824,4.0756483,0.040352802,0.820936933,0.820936933,0.041120956,0.092660189,-41.55587469,5.548769437,-0.212811945,-0.473605076,0.019409931,2,AA,Khá
ABS,DV Nông nghiệp Bình Thuận,Bán lẻ,2021,0.041025691,0.070543669,0.048747642,0.719499848,0.41843554,0.072438158,1.924641956,0.004718262,0.58156446,0.58156446,0.752472302,1.306187347,3.458575086,-0.469532184,0.36406594,0.085771535,0.36138578,4,BBB,Trung bình
ABS,DV Nông nghiệp Bình Thuận,Bán lẻ,2022,0.013502714,0.02488714,0.054662443,0.84312129,0.457442109,0.047890537,1.779811533,0.004670093,0.542557891,0.542557891,0.96169904,1.593493109,1.806126508,-0.037812985,-0.655102981,0.339284745,0.047910659,4,BBB,Trung bình
ABS,DV Nông nghiệp Bình Thuận,Hóa chất,2023,0.005247582,0.009067115,0.037745927,0.7278653,0.421251182,0.062522845,1.688468283,0.00267661,0.578748818,0.578748818,0.649201524,0.918914124,1.298899121,-0.443394821,-0.632337037,-0.361365944,-0.053955149,2,AA,Khá
ABS,DV Nông nghiệp Bình Thuận,Hóa chất,2024,0.00255446,0.002792513,0.015881499,0.093191223,0.085246955,0.047881451,4.0756483,0.001399698,0.914753045,0.914753045,0.395376006,0.419613921,1.316376402,1.34143335,-0.691155044,-0.613604997,-0.365545149,2,AA,Khá
ABT,Thủy sản Bến Tre,Thực phẩm và đồ uống,2021,0.056864693,0.080729948,0.189601609,0.419684931,0.29561836,0.063163479,1.72199649,0.396868246,0.70438164,0.70438164,0.574898843,6.971817447,18.18763881,-0.005598855,1.365137327,0.073991271,0.093068139,2,AA,Khá
ABT,Thủy sản Bến Tre,Thực phẩm và đồ uống,2022,0.103269044,0.136526368,0.189374858,0.322045433,0.243596343,0.117702505,2.025619147,0.824306677,0.756403657,0.756403657,0.990521427,14.36125566,22.85512435,0.217044048,0.902426657,0.80489902,0.047563768,3,AAA,Tốt
ABT,Thủy sản Bến Tre,Thực phẩm và đồ uống,2023,0.098055147,0.130132575,0.156930644,0.3271366,0.246498062,0.115393042,2.144021344,0.070270359,0.753501938,0.753501938,0.817741627,6.048670576,15.34011972,0.112502592,-0.006494215,-0.136181719,0.04633357,3,AAA,Tốt
ABT,Thủy sản Bến Tre,Thực phẩm và đồ uống,2024,0.106373924,0.150601926,0.187340428,0.415778604,0.293674875,0.123388836,1.9704085,0.258629369,0.706325125,0.706325125,0.746994251,10.15020518,25.15426838,0.152847214,0.280006455,0.077825683,0.179905906,3,AAA,Tốt
ACC,Đầu tư và XD Bình Dương ACC,Xây dựng và Vật liệu,2021,0.032748055,0.081032493,0.206750625,1.47442158,0.595865148,0.05608096,1.807680397,0.205764577,0.404134852,0.404134852,0.300281081,1.966473258,2.942728895,-1.295998453,-0.408011151,-0.271956324,0.287576704,4,BBB,Trung bình
ACC,Đầu tư và XD Bình Dương ACC,Xây dựng và Vật liệu,2022,0.038858293,0.067092966,0.159520517,0.726606084,0.4208291,0.058177798,2.166075331,0.126483912,0.5791709,0.5791709,0.305858335,0.742718006,5.170470655,-0.683174973,1.119458805,0.819361978,0.786186342,4,BBB,Trung bình
ACC,Đầu tư và XD Bình Dương ACC,Xây dựng và Vật liệu,2023,0.029827141,0.054593371,0.1942289,0.830325323,0.453649039,0.048493572,1.980864298,0.021924489,0.546350961,0.546350961,0.277031716,0.934051436,2.55601019,-0.580888221,-0.14019409,0.014569258,0.120140571,4,BBB,Trung bình
ACC,Đầu tư và XD Bình Dương ACC,Xây dựng và Vật liệu,2024,0.01773712,0.039650498,0.155801719,1.235453002,0.552663376,0.034936513,1.176398779,0.034107057,0.447336624,0.447336624,0.23554077,1.164106312,2.557827733,0.5417147,-0.244335315,0.080424048,0.270742757,4,BBB,Trung bình
ACG,Gỗ An Cường,Tài nguyên Cơ bản,2021,0.090565233,0.119487226,0.272018426,0.319349839,0.242050917,0.113070888,3.051048688,0.082878064,0.757949083,0.757949083,0.660959483,5.324274404,26.22897074,0.051666606,-0.08272467,-0.122574819,0.118973146,3,AAA,Tốt
ACG,Gỗ An Cường,Tài nguyên Cơ bản,2022,0.112595204,0.157348437,0.298928109,0.397470155,0.284421212,0.142743403,2.489400531,0.251475626,0.715578788,0.715578788,0.818604166,5.039502741,24.47998633,0.08677956,0.364080725,0.358879044,0.097189617,3,AAA,Tốt
ACG,Gỗ An Cường,Tài nguyên Cơ bản,2023,0.079085504,0.10463902,0.29441122,0.323112513,0.244206377,0.102809702,3.09822327,0.050155152,0.755793623,0.755793623,0.681287939,3.487601735,14.61720288,0.163178941,-0.290561932,-0.159390599,0.010037487,2,AA,Khá
ACG,Gỗ An Cường,Tài nguyên Cơ bản,2024,0.074490951,0.100598079,0.314343796,0.350473827,0.259519155,0.106815002,2.839727465,0.107062623,0.740480845,0.740480845,0.705850293,4.271468858,21.8574782,0.158923375,-0.038014862,0.058141216,0.021319755,2,AA,Khá
ACL,Thủy sản CL An Giang,Thực phẩm và đồ uống,2021,0.028863512,0.059576783,0.127233884,1.064086439,0.515524165,0.055027641,1.540935418,0.135890908,0.484475835,0.484475835,0.832354045,8.856322745,2.503421199,0.298123499,0.49336731,0.275242604,-0.121336346,4,BBB,Trung bình
ACL,Thủy sản CL An Giang,Thực phẩm và đồ uống,2022,0.079620773,0.143071037,0.235878546,0.796905897,0.44348783,0.115008772,1.839101937,0.057943183,0.55651217,0.55651217,0.787752357,7.044648648,5.055094451,0.044438076,1.802398263,-0.038533298,0.01590391,4,BBB,Trung bình
ACL,Thủy sản CL An Giang,Thực phẩm và đồ uống,2023,0.005632778,0.012329154,0.148469547,1.188823002,0.543133456,0.035746416,1.56004817,0.074830683,0.456866544,0.456866544,0.638413651,5.051998811,1.393521178,-0.172731348,-0.916465242,-0.043062806,0.180785418,1,B,Yếu
ACL,Thủy sản CL An Giang,Thực phẩm và đồ uống,2024,0.00631016,0.013013748,0.108265557,1.062348458,0.515115888,0.026107479,1.638532227,0.076847314,0.484884112,0.484884112,1.047247114,6.171079975,1.448362046,0.042398918,0.069443961,0.565983951,-0.045358524,1,B,Yếu
ADG,Clever Group,Truyền thông,2021,0.086000253,0.143497485,0.121282417,0.668570502,0.400684599,0.124189739,2.090109228,0.059526772,0.599315401,0.599315401,1.300553567,4.553403688,14.27254448,0.128098051,-0.021559084,0.293955751,0.010315734,0,A,Trung bình
ADG,Clever Group,Truyền thông,2022,0.1285813,0.162238013,0.172583651,0.261754334,0.207452693,0.17163652,3.037974122,0.42363336,0.792547307,0.792547307,1.310231463,4.637456661,7.683929594,0.013232497,0.36251409,-0.081915417,-0.088696758,3,AAA,Tốt
ADG,Clever Group,Truyền thông,2023,0.049439286,0.064253137,0.189587029,0.299637224,0.230554511,0.078073448,2.624401687,0.322450519,0.769445489,0.769445489,0.915484656,5.876562789,9.255486105,0.10378844,-0.577803394,-0.232773838,0.098045554,2,AA,Khá
ADG,Clever Group,Truyền thông,2024,0.042560435,0.054536846,0.156970994,0.281397767,0.219602199,0.060427635,2.251595682,0.460951782,0.780397801,0.780397801,0.935695156,7.512078408,18.4355421,0.022673217,-0.050720195,0.127051322,0.102707635,2,AA,Khá
ADP,Sơn Á Đông,Xây dựng và Vật liệu,2021,0.14983109,0.178316352,0.221058796,0.190115832,0.159745654,0.188290666,4.0756483,0.199816969,0.840254346,0.840254346,1.252958884,7.085345304,2660.081226,0.087041635,-0.367545406,-0.275530549,0.00355612,3,AAA,Tốt
ADP,Sơn Á Đông,Xây dựng và Vật liệu,2022,0.11170365,0.1459748,0.151775432,0.306804207,0.234774425,0.14065489,3.659142757,0.127662481,0.765225575,0.765225575,1.63845082,7.131999499,2883.090868,0.064786138,-0.19235168,0.416620293,0.083320267,3,AAA,Tốt
ADS,Dệt sợi DAMSAN,Hàng cá nhân & Gia dụng,2021,0.050618509,0.172094323,0.11719476,2.399829942,0.705867641,0.073244734,1.235846942,0.097648759,0.294132359,0.294132359,0.762228199,2.463493057,4.058637484,0.082708926,3.111143204,0.130052026,0.080133951,1,B,Yếu
ADS,Dệt sợi DAMSAN,Hàng cá nhân & Gia dụng,2022,0.03435109,0.114052909,0.081241016,2.320212224,0.698814433,0.042811235,1.223830621,0.040055297,0.301185567,0.301185567,0.775802542,2.039132106,2.105819848,0.082605428,-0.254190756,0.118568994,0.09899721,1,B,Yếu
ADS,Dệt sợi DAMSAN,Hàng cá nhân & Gia dụng,2023,0.029950585,0.08166619,0.113301307,1.726697628,0.633255998,0.059161678,1.320758556,0.103226275,0.366744002,0.366744002,0.655745084,1.863548831,2.485829301,-0.059675136,0.000619808,-0.029963334,0.147636375,1,B,Yếu
AGG,Bất động sản An Gia,Bất động sản,2021,0.033519548,0.157411059,0.220511499,3.696097251,0.787057221,0.049033182,1.829053855,0.065582915,0.212942779,0.212942779,0.143922764,0.578988133,4.975335395,0.482350324,-0.053020654,0.031204727,0.288252142,1,B,Yếu
AGG,Bất động sản An Gia,Bất động sản,2022,0.008699745,0.03542475,0.169228602,3.071929898,0.754416204,0.03310932,1.446399662,0.120155528,0.245583796,0.245583796,0.557608591,1.699570563,2.302823244,0.454919611,-0.770745857,2.422227007,-0.116698741,1,B,Yếu
AGG,Bất động sản An Gia,Bất động sản,2023,0.049538829,0.160071146,0.251059966,2.231225894,0.690519935,0.066737797,1.571025596,0.146159267,0.309480065,0.309480065,0.418689355,0.749008428,5.220227547,0.031032136,3.768133196,-0.371259249,-0.162645909,4,BBB,Trung bình
AGG,Bất động sản An Gia,Bất động sản,2024,0.037098216,0.083199404,0.310167263,1.242679409,0.554104793,0.061843633,1.812319109,0.052098631,0.445895207,0.445895207,0.271964017,0.405596808,3.392027219,-0.493697836,-0.433073543,-0.508256119,-0.242958936,4,BBB,Trung bình
AGM,XNK An Giang,Thực phẩm và đồ uống,2021,0.02408537,0.092637881,0.05968482,2.846230336,0.740005171,0.034071751,1.26410448,0.225026873,0.259994829,0.259994829,2.114203112,5.043641018,3.012008221,-0.167228984,0.80637796,1.002287957,1.447142257,1,B,Yếu
AGM,XNK An Giang,Thực phẩm và đồ uống,2022,-0.083585052,-0.146909135,0.052348763,3.870466216,0.815274889,-0.072741329,0.761964709,0.010911063,0.184725111,0.184725111,2.169693103,6.44738674,-1.607071192,-0.016705911,-6.210688929,-0.126117589,-0.148467168,1,B,Yếu
AGM,XNK An Giang,Thực phẩm và đồ uống,2023,-0.083585052,-0.146909135,0.024194851,3.870466216,0.982356369,-0.071965059,0.291735457,0.006227255,0.017643631,0.017643631,0.636954877,2.793043859,-0.800161854,0.136631502,-0.052008792,-0.770262783,-0.217433962,1,B,Yếu
AGM,XNK An Giang,Thực phẩm và đồ uống,2024,-0.083585052,0.310506734,-0.00172571,-1.569434185,1.140581896,-0.072741329,0.159007331,0.004543799,-0.140581896,-0.140581896,0.230717451,1.556878276,-1.725016359,0.05797934,0.138254902,-0.694250228,-0.155899096,1,B,Yếu
ALT,Văn hóa Tân Bình,Truyền thông,2021,0.019021927,0.024471938,0.173829672,0.28651198,0.222704479,0.031578169,2.649653369,0.187406712,0.777295521,0.777295521,0.806161836,4.00270137,6.875131264,0.127088276,0.286691371,0.158728708,-0.054429574,2,AA,Khá
ALT,Văn hóa Tân Bình,Truyền thông,2022,0.030201633,0.043017389,0.166094152,0.424339822,0.297920352,0.040120827,2.215430786,0.157598495,0.702079648,0.702079648,0.83737793,3.696937816,8.665371205,-0.031890883,0.792830732,0.1729045,0.129180519,2,AA,Khá
ALT,Văn hóa Tân Bình,Truyền thông,2023,0.021483179,0.031827765,0.141997651,0.481520262,0.325017669,0.027165416,1.764774567,0.06458678,0.674982331,0.674982331,0.929575399,4.916304578,4.774284537,0.084331863,-0.255790161,0.161422961,0.046230307,2,AA,Khá
ALT,Văn hóa Tân Bình,Truyền thông,2024,0.004632326,0.007825837,0.115981972,0.689397026,0.408072831,0.017344341,1.570378204,0.148170523,0.591927169,0.591927169,1.130276245,3.916235438,2.473284853,0.090543192,-0.757786209,0.365835219,0.123306647,2,AA,Khá
AMC,Khoáng sản Á Châu,Tài nguyên Cơ bản,2021,0.082791747,0.140569081,0.44862239,0.697863455,0.411024487,0.101459062,1.331372898,0.164041283,0.588975513,0.588975513,1.845564569,5.49345892,13.81607091,0.030069663,-0.0709908,0.027774205,-0.106842975,4,BBB,Trung bình
AMC,Khoáng sản Á Châu,Tài nguyên Cơ bản,2022,0.084399806,0.126461582,0.464061627,0.498363422,0.332605171,0.122675187,1.678061633,0.44254678,0.667394829,0.667394829,2.205950053,10.11948827,18.76845591,0.125869148,-0.10729895,0.046689999,-0.124307472,3,AAA,Tốt
AMC,Khoáng sản Á Châu,Tài nguyên Cơ bản,2023,0.082137693,0.125729405,0.414897581,0.530715077,0.346710557,0.106501434,1.707165768,0.256911065,0.653289443,0.653289443,1.874158268,7.704437543,42.8929495,0.03567378,0.018513349,-0.110847487,0.046563712,3,AAA,Tốt
AMC,Khoáng sản Á Châu,Tài nguyên Cơ bản,2024,0.060611295,0.116996968,0.401197554,0.930283265,0.48194132,0.08250634,1.508320961,0.10556598,0.51805868,0.51805868,1.565402828,5.556530232,60.29851509,0.029940919,-0.038765518,0.088023141,0.302621619,4,BBB,Trung bình
AME,Cơ điện Alphanam,Hàng & Dịch vụ Công nghiệp,2021,0.007201663,0.060595437,0.06169359,3.870466216,0.881151729,0.028912206,1.251125699,0.020017132,0.118848271,0.118848271,0.614721731,1.811107577,1.483878871,-0.09093676,-0.005862454,0.265049088,0.400470055,1,B,Yếu
AME,Cơ điện Alphanam,Hàng & Dịch vụ Công nghiệp,2022,0.009717112,0.027224349,0.054200923,1.801691451,0.643072759,0.037856711,1.497082783,0.025348587,0.356927241,0.356927241,1.031696611,1.984029404,1.483086581,-0.123715812,-0.00299825,0.240123525,-0.261090061,1,B,Yếu
AME,Cơ điện Alphanam,Hàng & Dịch vụ Công nghiệp,2023,0.008424961,0.026938143,0.052233471,2.197420542,0.687247897,0.034771465,1.410914972,0.00500658,0.312752103,0.312752103,0.880477123,1.267502134,1.383029166,-0.200849506,0.01687999,0.000933165,0.172840642,1,B,Yếu
AME,Cơ điện Alphanam,Hàng & Dịch vụ Công nghiệp,2024,0.007070611,0.028142256,0.045053233,2.980172915,0.748754634,0.03916148,1.29044637,0.009352421,0.251245366,0.251245366,1.037777737,1.690755176,1.295507129,0.04808643,0.083519704,0.521717442,0.291063922,1,B,Yếu
AMV,Dược-TB Y tế Việt Mỹ,Y tế,2021,0.051182889,0.064494946,0.499404706,0.260088022,0.206404646,0.063552723,4.0756483,0.184680284,0.793595354,0.793595354,0.144057076,0.335331617,5.380028179,-2.408922231,-0.096876181,0.36072103,0.66225023,2,AA,Khá
AMV,Dược-TB Y tế Việt Mỹ,Y tế,2022,0.028179547,0.03364365,0.292757569,0.193903177,0.16241114,0.033872851,4.0756483,0.386740362,0.83758886,0.83758886,0.142286155,0.245026641,3.456855194,-1.240605001,-0.279635976,0.292322362,0.30840686,2,AA,Khá
AMV,Dược-TB Y tế Việt Mỹ,Y tế,2023,0.007020347,0.008195203,0.252287845,0.167350063,0.143358936,0.017939159,4.0756483,0.250583468,0.856641064,0.856641064,0.099634196,0.166502777,1.823306405,-0.701318723,-0.754479097,-0.309903755,-0.01448353,2,AA,Khá
AMV,Dược-TB Y tế Việt Mỹ,Y tế,2024,0.001688383,0.00196912,0.105570119,0.166275412,0.142569594,0.008716588,4.0756483,0.104427069,0.857430406,0.857430406,0.15687355,0.342720414,0.721770226,2.159859075,-0.759246272,0.576165961,0.001061228,2,AA,Khá
ANV,Thủy sản Nam Việt,Thực phẩm và đồ uống,2021,0.026342226,0.055120736,0.158364377,1.092485836,0.522099513,0.050055789,1.248244593,0.018275537,0.477900487,0.477900487,0.714916667,9.168435028,2.376002145,0.071687101,-0.363214065,0.016070763,0.010984548,4,BBB,Trung bình
ANV,Thủy sản Nam Việt,Thực phẩm và đồ uống,2022,0.123223843,0.233760508,0.27274629,0.897039579,0.47286287,0.157240082,1.346468994,0.012845336,0.52713713,0.52713713,0.89556651,11.26757333,8.17646755,0.054242779,4.233411783,0.401474041,0.118774695,0,A,Trung bình
ANV,Thủy sản Nam Việt,Thực phẩm và đồ uống,2023,0.007665592,0.013761755,0.100797022,0.795263108,0.442978583,0.036011852,1.402969591,0.01886302,0.557021417,0.557021417,0.868259153,12.02636057,1.341049335,-0.018405885,-0.941830171,-0.093436264,-0.064924202,0,A,Trung bình
ANV,Thủy sản Nam Việt,Thực phẩm và đồ uống,2024,0.009955278,0.017304826,0.114099319,0.738256444,0.424710892,0.043318027,1.332326627,0.11289685,0.575289108,0.575289108,1.010056219,8.90151733,2.305815057,0.177991688,0.235116121,0.106359607,-0.04895704,2,AA,Khá
APC,Chiếu xạ An Phú,Y tế,2021,-0.00159551,-0.00251122,0.352721364,0.573929669,0.364647595,0.019037207,4.0756483,0.438985882,0.635352405,0.635352405,0.128563479,1.435501569,0.925483419,-0.245890226,-1.035003136,-0.094617405,-0.012100342,2,AA,Khá
APC,Chiếu xạ An Phú,Y tế,2022,-0.009248301,-0.014382582,0.330728515,0.555159404,0.3569791,0.017458494,2.774827558,0.051758577,0.6430209,0.6430209,0.139374881,1.047256484,0.653743558,0.287049022,4.646122814,0.055977584,-0.025935298,2,AA,Khá
APH,Tập đoàn An Phát Holdings,Hàng & Dịch vụ Công nghiệp,2021,0.019341979,0.040123128,0.114778654,1.074406575,0.517934424,0.048311095,1.596725545,0.522740065,0.482065576,0.482065576,1.200015381,5.89983285,2.336206436,0.028706482,-0.015342352,0.743554602,0.181581681,4,BBB,Trung bình
APH,Tập đoàn An Phát Holdings,Hàng & Dịch vụ Công nghiệp,2022,0.004572996,0.009176399,0.087599347,1.006649292,0.501656815,0.034899076,1.685219887,0.473183087,0.498343185,0.498343185,1.380149237,9.126934683,1.571342505,0.014587828,-0.759235449,0.171202248,0.018339666,0,A,Trung bình
APH,Tập đoàn An Phát Holdings,Hàng & Dịch vụ Công nghiệp,2023,0.017723443,0.03828645,0.098199878,1.160215093,0.537083134,0.047946974,1.386018602,0.537269663,0.462916866,0.462916866,1.173729181,10.06439184,2.060146322,0.191196862,2.819585788,-0.161871119,-0.014472031,0,A,Trung bình
APH,Tập đoàn An Phát Holdings,Hàng & Dịch vụ Công nghiệp,2024,0.022980299,0.052126792,0.125997537,1.268325219,0.559146108,0.045907942,1.609607153,0.604303059,0.440853892,0.440853892,1.057221596,8.083972168,3.257766769,0.055557593,0.406856672,-0.02267185,0.085031344,0,A,Trung bình
API,Đầu tư Châu Á - Thái Bình Dương,Bất động sản,2021,0.070708445,0.238473009,0.350335708,2.372624131,0.703494976,0.105518262,1.152798448,0.033598705,0.296505024,0.296505024,0.409811717,3.939212841,8.622456444,-0.183768597,2.919268074,1.38352499,-0.030139376,4,BBB,Trung bình
API,Đầu tư Châu Á - Thái Bình Dương,Bất động sản,2022,0.04785513,0.123109338,0.267263197,1.572542126,0.611279446,0.082496845,1.648440772,0.053337332,0.388720554,0.388720554,0.308797683,1.196357361,3.693533858,-0.141712966,-0.398186437,-0.329969731,-0.110789135,4,BBB,Trung bình
API,Đầu tư Châu Á - Thái Bình Dương,Bất động sản,2023,-0.023541549,-0.057782434,0.292842136,1.454487313,0.592582942,0.007608683,1.385768611,0.05062234,0.407417058,0.407417058,0.084509433,0.389034746,0.298341335,-0.31761376,-1.443719473,-0.753150019,-0.098009537,1,B,Yếu
API,Đầu tư Châu Á - Thái Bình Dương,Bất động sản,2024,-0.008933742,-0.021277079,0.362043938,1.381653558,0.580123651,0.01653542,1.604144042,0.10984028,0.419876349,0.419876349,0.096495435,0.464917153,0.694343969,0.043601765,-0.639444123,0.084865241,-0.049889294,4,BBB,Trung bình
ARM,XNK Hàng không,Hàng & Dịch vụ Công nghiệp,2021,0.016107629,0.053082924,0.122799356,2.295514513,0.696557246,0.036042521,1.325843779,0.098727154,0.303442754,0.303442754,1.596644252,2.225888788,2.182148957,0.207257143,0.113473082,0.067895106,-0.380757158,1,B,Yếu
ARM,XNK Hàng không,Hàng & Dịch vụ Công nghiệp,2022,0.019865874,0.066482338,0.154267044,2.346559949,0.701185691,0.028221236,1.310697318,0.0967293,0.298814309,0.298814309,1.510129616,2.021128468,6.702874759,0.102220467,0.228599597,-0.057805933,-0.003828066,1,B,Yếu
ARM,XNK Hàng không,Hàng & Dịch vụ Công nghiệp,2023,0.021998812,0.10445478,0.16085316,3.748200957,0.789393918,0.035354973,1.206471544,0.054410696,0.210606082,0.210606082,1.14986625,1.391775421,6.632837522,-0.236537034,0.646830178,0.132375246,0.487158525,1,B,Yếu
ARM,XNK Hàng không,Hàng & Dịch vụ Công nghiệp,2024,0.02788395,0.123703993,0.110459689,3.436386972,0.77459135,0.045961968,1.422398859,0.227408434,0.22540865,0.22540865,1.92724617,2.899207786,3.790682005,0.157735861,0.22121792,0.614834291,-0.036530216,1,B,Yếu
ASG,Tập đoàn ASG,Hàng & Dịch vụ Công nghiệp,2021,0.016292908,0.025259789,0.25028297,0.550354858,0.354986379,0.0482831,1.511200543,0.331001787,0.645013621,0.645013621,0.337691738,2.39896631,2.337324616,0.097955992,-0.402201509,0.049558324,0.071220902,2,AA,Khá
ASG,Tập đoàn ASG,Hàng & Dịch vụ Công nghiệp,2022,0.050224704,0.083418625,0.184192164,0.660908242,0.39791978,0.087996725,2.89670393,0.3445927,0.60208022,0.60208022,0.653098936,3.239271067,4.167782168,0.120046742,3.368780564,1.740942882,0.417233615,4,BBB,Trung bình
ASG,Tập đoàn ASG,Hàng & Dịch vụ Công nghiệp,2023,0.008860305,0.014604858,0.129658312,0.648347075,0.39333165,0.039889991,2.595137838,0.247910017,0.60666835,0.60666835,0.629436366,3.626600004,1.856347132,0.077437019,-0.822471406,-0.03013816,0.006322116,2,AA,Khá
ASG,Tập đoàn ASG,Hàng & Dịch vụ Công nghiệp,2024,0.016350161,0.026309405,0.159268205,0.609122095,0.378543118,0.040235757,1.800669594,0.282491707,0.621456882,0.621456882,0.585662946,3.696074979,2.495555727,0.075159052,0.978790691,-0.002248388,0.072325222,2,AA,Khá
ASM,Tập đoàn Sao Mai,Thực phẩm và đồ uống,2021,0.038740889,0.092906026,0.114022048,1.398138749,0.583009949,0.058061436,1.420580428,0.089705763,0.416990051,0.416990051,0.627324258,2.728298554,2.367716062,0.095419207,0.229804631,-0.089957895,0.032066567,4,BBB,Trung bình
ASM,Tập đoàn Sao Mai,Thực phẩm và đồ uống,2022,0.050433162,0.122781513,0.141554125,1.434539261,0.589244661,0.079403341,1.217307539,0.111595356,0.410755339,0.410755339,0.720369551,3.271825272,3.221522512,-0.024717453,0.367526179,0.206291572,0.050482998,4,BBB,Trung bình
ASM,Tập đoàn Sao Mai,Thực phẩm và đồ uống,2023,0.012394433,0.032160784,0.111998551,1.594776512,0.614610355,0.052227456,1.351800021,0.166385667,0.385389645,0.385389645,0.58959406,2.897489118,1.429862528,-0.029505425,-0.738517183,-0.129175907,0.063978089,1,B,Yếu
ASM,Tập đoàn Sao Mai,Thực phẩm và đồ uống,2024,0.011057374,0.031305918,0.114950609,1.831225417,0.64679605,0.043786488,1.744368244,0.265301185,0.35320395,0.35320395,0.52448376,2.364117919,1.505999312,-0.080815731,0.006221406,0.003337812,0.127893864,1,B,Yếu
ASP,Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",2021,0.01249803,0.051568205,0.132452558,3.126106664,0.757640778,0.016833629,0.753008109,0.166373308,0.242359222,0.242359222,1.672223671,6.358007001,1.914393984,0.086867586,-0.207917074,0.24526628,0.129189869,1,B,Yếu
