MÃ,TÊN CÔNG TY,NGÀNH,NĂM,ROA,ROE,LỢI NHUẬN BIÊN,NỢ / VỐN CHỦ SỞ HỮU,NỢ / TỔNG TÀI SẢN,EBIT/TỔNG TÀI SẢN,CURRENT RATIO,CASH RATIO,EQUITY / TỔNG TÀI SẢN,TỶ LỆ VỐN CHỦ SỞ HỮU,VÒNG QUAY TỔNG TÀI SẢN,VÒNG QUAY PHẢI THU,KHẢ NĂNG THANH TOÁN LÃI VAY,DÒNG TIỀN / DOANH THU,TĂNG TRƯỞNG LNST,TĂNG TRƯỞNG DOANH THU,TĂNG TRƯỞNG TÀI SẢN,cluster_kmeans,Credit_Rating,financial_health
TAR,Nông nghiệp CN cao Trung An,Thực phẩm và đồ uống,2021,0.048346579,0.141316573,0.092597998,1.922990113,0.657884577,0.086918374,1.089310912,0.0688078,0.342115423,0.342115423,1.559473185,10.49952448,2.428966179,-0.128374216,0.156594928,0.150297691,0.456852493,0,A,Trung bình
TAR,Nông nghiệp CN cao Trung An,Thực phẩm và đồ uống,2022,0.02693008,0.062460738,0.073342187,1.319366934,0.568847867,0.060472074,1.319310888,0.008986239,0.431152133,0.431152133,1.359770702,6.124178745,1.896174982,-0.14222873,-0.222405349,0.21722015,0.395986971,1,B,Yếu
TBC,Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",2021,0.133101847,0.172337636,0.562291079,0.294780194,0.227668136,0.171478846,2.118501681,0.645945555,0.772331864,0.772331864,0.314688846,5.698265541,11.27469314,0.636544119,-0.040380435,-0.070862943,-0.015685056,3,AAA,Tốt
TBC,Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",2022,0.16595773,0.275620796,0.562291079,0.160222143,0.138096091,0.198349219,3.215069649,0.824306677,0.861903909,0.861903909,0.455364434,4.624053438,30.06732685,0.59311809,0.808330715,0.4661178,0.013190501,3,AAA,Tốt
TBC,Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",2023,0.109781025,0.12591516,0.562291079,0.146966516,0.128134966,0.134290756,2.461606571,0.824306677,0.871865034,0.871865034,0.280578196,1.963919434,22.00679522,0.437322278,-0.554859055,-0.406479251,-0.036745394,3,AAA,Tốt
TBC,Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",2024,0.150426651,0.167507778,0.562291079,0.113551204,0.101972144,0.180526772,1.660612068,0.665250672,0.898027856,0.898027856,0.354429761,4.894485862,52.92754397,0.712875051,0.355883053,0.249974037,-0.010479653,3,AAA,Tốt
TBX,Xi măng Thái Bình,Xây dựng và Vật liệu,2021,0.004509666,0.005616113,0.218203443,0.245350005,0.197012891,0.003286017,3.729674453,0.007637014,0.802987109,0.802987109,0.725023627,4.182555084,6.168452704,0.200080154,-1.054530238,-0.117769174,-0.085687469,2,AA,Khá
TBX,Xi măng Thái Bình,Xây dựng và Vật liệu,2024,0.004192858,0.005038655,0.216407768,0.201723291,0.16786168,0.003846823,3.964705643,0.663639556,0.83213832,0.83213832,0.732800611,2.280381208,8.507615229,0.139671034,-1.393039372,-0.023925708,0.01084853,2,AA,Khá
TC6,Than Cọc Sáu,Tài nguyên Cơ bản,2021,0.021009763,0.103148971,0.084821404,3.870466216,0.796316312,0.058784664,0.651680974,0.000997755,0.203683688,0.203683688,1.494800174,18.97065958,1.847551951,0.025264054,4.214236004,-0.143488611,0.047922647,1,B,Yếu
TC6,Than Cọc Sáu,Tài nguyên Cơ bản,2022,0.001108387,0.004741611,0.047843958,3.277937972,0.76624252,0.02711304,0.786601869,0.001743441,0.23375748,0.23375748,2.279461824,9.021899986,0.834895693,0.034310866,-0.958148815,0.209724934,-0.20670001,1,B,Yếu
TCD,ĐT Phát triển CN và Vận tải,Xây dựng và Vật liệu,2021,0.058170813,0.264387236,0.122201003,3.545015339,0.77997874,0.085941311,1.120593437,0.085809356,0.22002126,0.22002126,0.539339093,1.556464152,3.980322773,0.039915295,1.287133889,0.090868119,-0.075279892,1,B,Yếu
TCD,ĐT Phát triển CN và Vận tải,Xây dựng và Vật liệu,2022,0.03391937,0.092237855,0.130431954,1.719326887,0.632261938,0.059300951,1.399213099,0.047329782,0.367738062,0.367738062,0.299194039,0.54154741,3.216149152,-1.128314556,-0.005302388,-0.053676846,0.705879811,1,B,Yếu
TCD,Tập đoàn Xây dựng Tracodi,Xây dựng và Vật liệu,2023,0.019106584,0.046322214,0.182460985,1.424411017,0.587528685,0.05271788,1.445335278,0.068874615,0.412471315,0.412471315,0.194362235,0.332128173,1.799228653,0.231225119,-0.47454598,-0.394019869,-0.067176588,4,BBB,Trung bình
TCD,Tập đoàn Xây dựng Tracodi,Xây dựng và Vật liệu,2024,0.012026742,0.028804738,0.204607537,1.395057537,0.582473496,0.033965666,1.36992301,0.018625174,0.417526504,0.417526504,0.125170621,0.226870868,1.531732707,-0.213246833,-0.364782181,-0.350097402,0.009154705,4,BBB,Trung bình
TCH,ĐT DV Tài chính Hoàng Huy,Bất động sản,2021,0.044740651,0.052708735,0.317065328,0.178094935,0.151171973,0.06076403,4.0756483,0.77468607,0.848828027,0.848828027,0.154900904,1.895869211,32.20073198,0.02778754,-0.360257228,-0.513007031,0.306135433,2,AA,Khá
TCH,ĐT DV Tài chính Hoàng Huy,Bất động sản,2022,0.03024933,0.037819835,0.190054877,0.250270186,0.200172882,0.055427731,4.0756483,0.345332529,0.799827118,0.799827118,0.188271409,1.213174945,10.71586824,-0.087051299,-0.325936898,0.211762543,-0.003018491,2,AA,Khá
TCH,ĐT DV Tài chính Hoàng Huy,Bất động sản,2023,0.055848695,0.078426534,0.367752534,0.404267973,0.287885205,0.072429094,3.573380572,0.133999486,0.712114795,0.712114795,0.163088129,5.635437114,24.27744508,-1.874350311,1.164229938,0.015416232,0.172211894,2,AA,Khá
TCH,ĐT DV Tài chính Hoàng Huy,Bất động sản,2024,0.090094547,0.104152363,0.398432017,0.156034035,0.134973565,0.117724936,4.0756483,0.172289495,0.865026435,0.865026435,0.353607379,8.095990969,18152.56763,0.371130021,0.47595501,0.983748507,-0.08507047,3,AAA,Tốt
TCL,Tan Cang Logistics,Hàng & Dịch vụ Công nghiệp,2021,0.127890439,0.195979325,0.171702723,0.532400119,0.34742892,0.160179901,1.572772886,0.126396696,0.65257108,0.65257108,1.336408686,5.196562033,92.74266525,-0.016283249,0.129299731,0.088029676,-0.065071549,3,AAA,Tốt
TCL,Tan Cang Logistics,Hàng & Dịch vụ Công nghiệp,2022,0.152827465,0.224710668,0.170272565,0.470355269,0.319892259,0.188947511,1.838930423,0.453938901,0.680107741,0.680107741,1.658774428,7.760847489,124.8623387,0.112825162,0.100253562,0.142819116,-0.07927602,3,AAA,Tốt
TCL,Tan Cang Logistics,Hàng & Dịch vụ Công nghiệp,2023,0.142928068,0.224461598,0.156429719,0.570451499,0.363240443,0.173443176,1.643181085,0.246251669,0.636759557,0.636759557,1.626203383,6.160292112,159.0087859,0.06447508,0.076694156,0.128661655,0.151267492,3,AAA,Tốt
TCL,Tan Cang Logistics,Hàng & Dịch vụ Công nghiệp,2024,0.128857509,0.220766058,0.153730073,0.713257227,0.416316485,0.157594451,1.585905423,0.111929388,0.583683515,0.583683515,1.471599282,3.702821649,346.65419,0.003258328,0.06235131,0.066327614,0.178354458,3,AAA,Tốt
TCM,Dệt may Thành Công,Hàng cá nhân & Gia dụng,2021,0.039834442,0.084082904,0.145245126,1.110809129,0.526248022,0.05404744,1.33790581,0.153901318,0.473751978,0.473751978,0.980319679,12.28185328,10.13891885,-0.025250677,-0.479927413,0.018934945,0.211652731,0,A,Trung bình
TCM,Dệt may Thành Công,Hàng cá nhân & Gia dụng,2022,0.080835215,0.142036219,0.163750603,0.757108195,0.430883082,0.108528735,1.651619481,0.321845753,0.569116918,0.569116918,1.247427659,17.0273796,12.15737792,0.05800768,0.956510131,0.226839888,-0.035859693,0,A,Trung bình
TCM,Dệt may Thành Công,Hàng cá nhân & Gia dụng,2023,0.040801886,0.066564754,0.149988233,0.631413656,0.387034676,0.067817571,1.815857552,0.370624495,0.612965324,0.612965324,1.013862479,10.10506182,5.875959028,0.124503682,-0.523945897,-0.23345024,-0.056858901,2,AA,Khá
TCM,Dệt may Thành Công,Hàng cá nhân & Gia dụng,2024,0.071381511,0.122403605,0.161834573,0.714780259,0.416834901,0.093518569,1.771766954,0.370999003,0.583165099,0.583165099,0.978158759,6.857684405,14.63987995,0.102772993,1.078178573,0.146060822,0.187893127,0,A,Trung bình
TCO,Vận tải Duyên Hải,Hàng & Dịch vụ Công nghiệp,2021,0.123932327,0.151036304,0.119709787,0.218699818,0.179453394,0.140927201,4.0756483,0.141318346,0.820546606,0.820546606,0.642514027,0.713014444,158.0885629,-0.392279831,1.619738982,0.424811912,0.713216484,3,AAA,Tốt
TCO,Vận tải Duyên Hải,Hàng & Dịch vụ Công nghiệp,2022,0.126769034,0.13282859,0.014087248,0.047799965,0.045619361,0.152538957,4.0756483,0.1342841,0.954380639,0.954380639,2.937753029,4.339669321,9.629710935,-0.058322054,-0.122077017,4.714632671,-0.141722276,3,AAA,Tốt
TCO,TCO Holdings,Hàng & Dịch vụ Công nghiệp,2024,0.010565028,0.061233536,0.021933738,3.870466216,0.827463363,0.041602972,1.047509978,0.028409568,0.172536637,0.172536637,2.320825318,5.063054099,1.71023932,0.034824955,1.869271704,152.5392016,0.671162193,5,BB,Yếu
TCR,Gốm sứ TAICERA,Xây dựng và Vật liệu,2021,0.010791854,0.022417958,0.181779356,1.077303738,0.518606749,0.020986911,1.439496843,0.093966525,0.481393251,0.481393251,0.956309193,5.190384313,1.630795948,0.028065288,-1.343341925,0.015975199,0.064058563,4,BBB,Trung bình
TCR,Gốm sứ TAICERA,Xây dựng và Vật liệu,2022,0.001042883,0.002097308,0.145561499,1.011068527,0.502751902,0.002981044,1.451868862,0.113744382,0.497248098,0.497248098,1.163593597,6.524764527,0.240412407,0.047171738,-0.906695428,0.17480713,-0.03447487,1,B,Yếu
TCR,Gốm sứ TAICERA,Xây dựng và Vật liệu,2023,-0.007982551,-0.017338004,0.131712926,1.171987761,0.539592249,0.01155729,1.330960949,0.130132878,0.460407751,0.460407751,0.964388545,5.736837699,0.526783802,-0.026168391,-8.503950116,-0.187479494,-0.019644455,1,B,Yếu
TCR,Gốm sứ TAICERA,Xây dựng và Vật liệu,2024,-0.061934485,-0.146909135,0.069134143,1.707253836,0.630622003,-0.042764714,1.047713736,0.065166165,0.369377997,0.369377997,0.920212182,5.330261799,-1.874614428,-0.025110276,7.282117875,0.018559806,0.067457516,1,B,Yếu
TDC,Becamex TDC,Bất động sản,2021,0.023738049,0.097167354,0.357848009,3.093316746,0.755699336,0.086459306,0.802669453,0.020733109,0.244300664,0.244300664,0.316464093,2.620433931,2.93013751,-0.02621198,-0.384871803,0.038673835,-0.076786021,1,B,Yếu
TDC,Becamex TDC,Bất động sản,2022,0.009043469,0.028426469,0.163386185,2.143314639,0.681864492,0.07213119,0.778596487,0.021348915,0.318135508,0.318135508,0.647963595,2.792353885,1.120911433,0.074685903,-0.720846426,0.500304204,-0.267254499,1,B,Yếu
TDC,Becamex TDC,Bất động sản,2023,-0.083585052,-0.146909135,0.343758584,3.56733974,0.781054168,0.008405865,0.375071291,0.006605049,0.218945832,0.218945832,0.083292258,0.921555259,0.158979726,-0.154930297,-12.60066882,-0.879121283,-0.059636397,1,B,Yếu
TDC,Becamex TDC,Bất động sản,2024,0.095591325,0.310506734,0.517072005,2.640013027,0.725275708,0.136459595,0.792188706,0.005801977,0.274724292,0.274724292,0.265741744,0.751017088,3.675314566,-0.016130911,-2.045372844,2.892513712,0.220042627,4,BBB,Trung bình
TDG,Đầu tư TDG Global,"Điện, nước & xăng dầu khí đốt",2021,0.027532569,0.073330944,0.047123892,1.663425381,0.62454364,0.057478159,0.992366869,0.031512222,0.37545636,0.37545636,2.554372657,5.51316278,2.588643456,-0.008290364,26.83812861,0.81661238,0.285460806,0,A,Trung bình
TDG,Đầu tư TDG Global,"Điện, nước & xăng dầu khí đốt",2022,0.019511094,0.049933854,0.052810831,1.559254433,0.609261202,0.061832138,1.110333609,0.031047788,0.390738798,0.390738798,2.259667695,6.928875954,1.778386776,-0.057787645,-0.283272666,-0.105295942,0.011391005,0,A,Trung bình
TDG,Đầu tư TDG Global,"Điện, nước & xăng dầu khí đốt",2023,0.004684452,0.012885742,0.051330415,1.750746584,0.636462331,0.051755876,1.061271721,0.033841509,0.363537669,0.363537669,2.071661141,12.56839122,1.17911218,-0.003321542,-0.727885587,0.039078776,0.133376832,1,B,Yếu
TDG,Đầu tư TDG Global,"Điện, nước & xăng dầu khí đốt",2024,0.006570491,0.023165674,0.042184961,2.525714573,0.716369553,0.043710795,1.063340776,0.106365341,0.283630447,0.283630447,1.708539973,6.672294854,1.251568218,-0.023969433,0.846095782,0.085479677,0.316179955,1,B,Yếu
TDH,Thủ Đức House,Bất động sản,2021,-0.083585052,-0.146909135,-0.136450079,1.967464148,0.663011935,-0.041747182,1.018900498,0.025687375,0.336988065,0.336988065,0.264485632,0.830067315,-0.789597104,-0.429350833,-40.40122249,-0.752114967,-0.666730449,1,B,Yếu
TDM,Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",2021,0.136621388,0.177948027,0.496646205,0.302490256,0.232239938,0.156294882,0.708841031,0.24906897,0.767760062,0.767760062,0.173375191,4.141238035,12.67129445,0.828316438,0.900014573,0.081373328,0.010686634,3,AAA,Tốt
TDM,Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",2022,0.091660408,0.107991531,0.519782587,0.17816987,0.15122596,0.104600378,1.187459076,0.134195541,0.84877404,0.84877404,0.199180713,2.45277366,11.75172193,0.249367642,-0.32934284,0.148412217,-0.000374159,3,AAA,Tốt
TDM,Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",2023,0.108873997,0.139175523,0.452174918,0.278317387,0.217721663,0.123582833,0.982180209,0.213812338,0.782278337,0.782278337,0.204563343,1.516514121,16.30438281,0.639885642,0.286122772,0.112040427,0.082779558,3,AAA,Tốt
TDM,Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",2024,0.067602829,0.081171758,0.473204639,0.200715416,0.167163188,0.07757604,2.759454964,0.824306677,0.832836812,0.832836812,0.180048793,3.479742507,25.15171612,0.960630526,-0.278857064,0.022216894,0.16139687,3,AAA,Tốt
TDN,Than Đèo Nai,Tài nguyên Cơ bản,2021,0.034257576,0.114977385,0.068244924,2.356261571,0.702049444,0.067857299,1.025805118,0.004727616,0.297950556,0.297950556,2.422296219,9.277199441,2.292970944,0.071345565,0.013100867,0.066098155,-0.040837291,0,A,Trung bình
TDN,Than Đèo Nai,Tài nguyên Cơ bản,2022,0.03373063,0.136098086,0.058411772,3.034851626,0.752159412,0.062137016,1.031920076,0.002702836,0.247840588,0.247840588,2.581021442,6.516811297,2.73744366,0.0458994,0.090383944,0.179983642,0.10741812,1,B,Yếu
TDP,Công ty Thuận Đức,Hàng & Dịch vụ Công nghiệp,2021,0.031696219,0.12052411,0.126859927,2.802475974,0.73701346,0.080774678,1.049653923,0.077701025,0.26298654,0.26298654,0.890848208,4.270120134,2.051686188,0.004317653,0.194070015,0.773720087,0.496647103,1,B,Yếu
TDP,Công ty Thuận Đức,Hàng & Dịch vụ Công nghiệp,2022,0.028226978,0.115203996,0.113662748,3.08134358,0.754982647,0.08664521,1.045143515,0.159334218,0.245017353,0.245017353,0.977897472,5.21036353,1.80075271,-0.026914197,0.079775226,0.330963174,0.212485146,1,B,Yếu
TDP,Công ty Thuận Đức,Hàng & Dịch vụ Công nghiệp,2023,0.011534086,0.04946296,0.092264518,3.288416076,0.766813671,0.080907483,1.023421042,0.099752537,0.233186329,0.233186329,1.040455313,6.712230996,1.364361331,-0.024697203,-0.548306835,0.176128633,0.105413373,1,B,Yếu
TDP,Công ty Thuận Đức,Hàng & Dịch vụ Công nghiệp,2024,0.024927706,0.096035665,0.09119816,2.852567251,0.740432824,0.084677432,1.110706541,0.233457372,0.259567176,0.259567176,1.111951006,6.109036172,1.832705795,0.042293245,1.323248905,0.148838108,0.074970666,1,B,Yếu
TDT,Đầu tư và Phát triển TDT,Hàng cá nhân & Gia dụng,2021,0.036368391,0.077938715,0.217719953,1.143034452,0.533371944,0.05554399,1.350598849,0.24141556,0.466628056,0.466628056,0.790295887,7.34019974,3.165208448,-0.0098179,0.197617611,0.509919391,0.310849725,4,BBB,Trung bình
TDT,Đầu tư và Phát triển TDT,Hàng cá nhân & Gia dụng,2022,0.037817555,0.071525482,0.251234952,0.891330169,0.471271586,0.05936504,1.447185713,0.116373263,0.528728414,0.528728414,0.823957292,12.7671668,2.920537875,0.080626859,-0.013129726,-0.010523024,-0.050946461,4,BBB,Trung bình
TDT,Đầu tư và Phát triển TDT,Hàng cá nhân & Gia dụng,2023,0.022166493,0.048947536,0.233188993,1.208176804,0.547137712,0.057191256,1.382100798,0.06103196,0.452862288,0.452862288,0.831954276,5.581047467,2.026613709,-0.124559834,-0.301339077,0.203532053,0.191963358,4,BBB,Trung bình
TDT,Đầu tư và Phát triển TDT,Hàng cá nhân & Gia dụng,2024,0.023812481,0.05241704,0.237269437,1.201242268,0.545711068,0.055944832,1.423235582,0.209517921,0.454288932,0.454288932,0.915387245,8.838050776,1.853482077,0.084218596,0.129013286,0.156369943,0.050972607,4,BBB,Trung bình
TDW,Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",2021,0.16595773,0.310506734,0.326475851,1.11888763,0.528054255,0.107080735,0.999989893,0.43683128,0.471945745,0.471945745,2.753587773,18.97065958,9.345152347,-0.007132297,0.797464831,0.031048557,-0.165226897,0,A,Trung bình
TDW,Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",2022,0.102877105,0.201959137,0.3259848,0.963110617,0.490604354,0.126792344,1.216042129,0.781148055,0.509395646,0.509395646,2.56330684,18.97065958,16.33539915,0.09612742,-0.255194406,0.139037118,0.223590806,0,A,Trung bình
TDW,Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",2023,0.115585691,0.231133372,0.356437076,0.999671162,0.499917777,0.138610745,0.853514488,0.429072226,0.500082223,0.500082223,2.750059806,18.97065958,20.76752759,0.064940018,0.134398394,0.083232814,0.00967189,0,A,Trung bình
TDW,Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",2024,0.10017813,0.232885264,0.350222993,1.324711634,0.569839121,0.107162578,0.606640161,0.242074129,0.430160879,0.430160879,2.334407139,18.97065958,37.78544174,0.124420986,0.049336667,0.027733387,0.210726369,0,A,Trung bình
TEG,TECGROUP,Bất động sản,2021,0.038270616,0.051036864,0.132819803,0.333578334,0.250137788,0.029225758,2.323663498,0.272636176,0.749862212,0.749862212,0.204017539,0.595162588,9.809736312,-0.771011991,4.655687173,0.163546279,1.167381014,2,AA,Khá
TEG,TECGROUP,Bất động sản,2022,0.035399319,0.045402095,0.234859395,0.282569718,0.220315289,0.064061826,2.784443906,0.033768712,0.779684711,0.779684711,0.180299424,0.451307513,12.45946399,0.434000103,-0.068207084,-0.109740168,0.007372161,2,AA,Khá
TEG,TECGROUP,Bất động sản,2023,0.06989942,0.083549058,0.108305613,0.195275419,0.163372739,0.10647477,2.295432457,0.133220815,0.836627261,0.836627261,0.278644201,0.929198558,16.96595665,-1.317264065,0.869990811,0.463580055,-0.052976378,2,AA,Khá
TEG,TECGROUP,Bất động sản,2024,0.00332833,0.003902619,0.06528861,0.1725458,0.147154849,0.020793538,4.0756483,0.028737887,0.852845151,0.852845151,0.172016517,0.381201661,6.471217797,0.131285956,-0.92921117,-0.082233721,0.486661028,2,AA,Khá
TFC,Trang Corp.,Thực phẩm và đồ uống,2021,-0.048517438,-0.146909135,0.057491406,2.350311278,0.701520272,-0.02915049,1.108775401,0.02202193,0.298479728,0.298479728,1.138149674,3.641730774,-1.509588421,-0.056759931,-2.444629439,0.019480628,0.022852094,1,B,Yếu
TFC,Trang Corp.,Thực phẩm và đồ uống,2022,0.04159707,0.14461738,0.128403113,2.476624163,0.712364652,0.064835919,1.084577749,0.125414926,0.287635348,0.287635348,1.191271081,3.280186441,3.176117633,-0.024177357,-2.036913268,0.265869004,0.209421111,1,B,Yếu
TFC,CTCP Trang,Thực phẩm và đồ uống,2023,0.076250155,0.209676787,0.171161375,1.749853918,0.636344319,0.117522234,1.161447254,0.099305126,0.363655681,0.363655681,1.145309685,3.297402028,3.66910471,0.06868887,0.754529237,-0.079773025,-0.042844222,4,BBB,Trung bình
TFC,CTCP Trang,Thực phẩm và đồ uống,2024,0.162024442,0.310506734,0.28956388,1.489093639,0.598247336,0.198349219,1.323229674,0.388238551,0.401752664,0.401752664,0.963151697,3.443741043,12.0900802,0.186667364,1.932111801,0.160412727,0.379878101,3,AAA,Tốt
TGG,The Golden Group,Xây dựng và Vật liệu,2021,0.117482429,0.234175708,0.061820944,0.99328282,0.498315046,0.140341235,1.341651352,0.029489533,0.501684954,0.501684954,0.956452721,2.19520402,11.64167408,-0.001757575,-3.265200594,77.46976955,2.256798634,5,BB,Yếu
TGG,The Golden Group,Xây dựng và Vật liệu,2022,-0.076484321,-0.100821956,0.036974385,0.318204235,0.241392211,-0.061398359,1.90187515,0.392242471,0.758607789,0.758607789,1.191820209,5.84395431,-4.217546026,0.259655152,-1.375686007,-0.280927365,-0.422933951,2,AA,Khá
THB,Bia Hà Nội - Thanh Hóa,Thực phẩm và đồ uống,2021,0.018195883,0.037524097,0.131684598,1.062230112,0.515088062,0.035199533,1.632136158,0.727529133,0.484911938,0.484911938,2.937753029,15.38456855,1090.240258,0.025726946,0.821058273,-0.077055119,0.017996053,0,A,Trung bình
THB,Bia Hà Nội - Thanh Hóa,Thực phẩm và đồ uống,2022,0.031864261,0.064951614,0.097393343,1.038384467,0.509415414,-0.072741329,1.626526422,0.301671128,0.490584586,0.490584586,2.937753029,12.88527483,-1386.335663,-0.016621557,0.781703679,0.240237278,0.017430512,0,A,Trung bình
THB,Bia Hà Nội - Thanh Hóa,Thực phẩm và đồ uống,2024,0.013758819,0.025827706,0.072530127,0.877174676,0.467284524,-0.072741329,1.827441116,0.372190877,0.532715476,0.532715476,2.937753029,18.97065958,-2600.703867,0.011828751,-0.245364094,0.080336558,-0.127905977,0,A,Trung bình
THD,Công ty Thaiholdings,Bất động sản,2021,0.046917798,0.087198695,0.059438867,0.858541909,0.461943798,0.038489769,0.66548799,0.075764011,0.538056202,0.538056202,0.781932972,4.250534196,1.111969235,-0.02683103,-0.54771444,3.527329111,0.008685763,4,BBB,Trung bình
THD,Công ty Thaiholdings,Bất động sản,2022,0.036394784,0.050708807,0.072944826,0.393298764,0.282278844,0.062613093,1.136794036,0.03997735,0.717721156,0.717721156,0.496996034,1.966191687,4.896621885,0.487621296,-0.391054857,-0.501046527,-0.214987353,2,AA,Khá
THD,Công ty Thaiholdings,Bất động sản,2023,0.033231812,0.03637692,0.017021443,0.094641475,0.086458879,0.014166038,4.0756483,0.310230864,0.913541121,0.913541121,0.276837222,1.316198024,2.654575684,0.640351747,-0.254548925,-0.545246734,-0.183597611,2,AA,Khá
THG,XD Tiền Giang,Xây dựng và Vật liệu,2021,0.082626947,0.242261635,0.24479109,1.93199307,0.658935074,0.112311707,1.206996339,0.280949364,0.341064926,0.341064926,0.847854878,4.951923576,13.23209517,0.07692313,-0.240382075,-0.259903099,0.073737356,4,BBB,Trung bình
THG,XD Tiền Giang,Xây dựng và Vật liệu,2022,0.077847753,0.224247663,0.227595564,1.880592642,0.652849214,0.102927472,1.377921895,0.246376273,0.347150786,0.347150786,0.891522482,4.909873014,16.85232494,0.020805527,0.119572045,0.249506293,0.188304308,4,BBB,Trung bình
THG,XD Tiền Giang,Xây dựng và Vật liệu,2023,0.064157668,0.172606026,0.228650888,1.690341316,0.628299951,0.090570758,1.325358709,0.218651053,0.371700049,0.371700049,0.901497317,5.808292848,8.44351956,0.056258752,-0.174231257,0.013183448,0.001972835,4,BBB,Trung bình
THG,XD Tiền Giang,Xây dựng và Vật liệu,2024,0.065733786,0.189285539,0.236812596,1.879577614,0.652726846,0.084918472,1.307484097,0.239126861,0.347273154,0.347273154,0.857785277,5.818842514,13.60563723,0.142244087,0.204145321,0.118286225,0.175273182,4,BBB,Trung bình
THS,Thanh Hoa Sông Đà,Bán lẻ,2021,0.051041197,0.095289171,0.072946097,0.866907061,0.464354696,0.067880491,1.449339462,0.122175849,0.535645304,0.535645304,2.937753029,18.97065958,5.816538242,-0.017103088,0.185548053,0.05847751,-0.037664582,0,A,Trung bình
THS,Thanh Hoa Sông Đà,Bán lẻ,2022,0.048189019,0.085106689,0.077620419,0.766101286,0.433781059,0.071781041,1.530392887,0.106994537,0.566218941,0.566218941,2.937753029,18.97065958,3.996609592,0.012514081,-0.094633638,-0.091975816,-0.04104745,0,A,Trung bình
THS,Thanh Hoa Sông Đà,Bán lẻ,2023,0.031168127,0.058450563,0.077088641,0.875331248,0.466760872,0.063644524,1.462428227,0.123402807,0.533239128,0.533239128,2.937753029,16.07712282,2.203677266,-0.027333412,-0.309784737,-0.103594358,0.06714132,0,A,Trung bình
THS,Thanh Hoa Sông Đà,Bán lẻ,2024,0.010398357,0.031497209,0.064972249,2.029056248,0.669864169,0.029667968,1.138148783,0.063246106,0.330135831,0.330135831,2.244847581,9.511661615,1.467250584,-0.063698684,-0.473367635,0.184135054,0.578532458,1,B,Yếu
THT,Than Hà Tu,Tài nguyên Cơ bản,2021,0.024189413,0.115635597,0.053532104,3.7804218,0.790813438,0.068556029,0.804818287,0.008590934,0.209186562,0.209186562,2.111037945,18.97065958,1.697021213,0.209136377,0.129637533,0.248844671,-0.044953555,1,B,Yếu
THT,Than Hà Tu,Tài nguyên Cơ bản,2022,0.043648689,0.194049273,0.044771002,3.445706742,0.775063886,0.075706411,0.81591623,0.005704881,0.224936114,0.224936114,2.890091774,12.20353893,3.635091399,0.083198645,0.665888687,0.263908672,-0.076790851,0,A,Trung bình
THT,Than Hà Tu,Tài nguyên Cơ bản,2023,0.044268586,0.176945553,0.047403615,2.997090654,0.749818034,0.060732091,0.727775112,0.005481028,0.250181966,0.250181966,2.695137697,18.97065958,8.41987191,0.096577102,0.040659635,-0.043128568,0.026087186,0,A,Trung bình
THT,Than Hà Tu,Tài nguyên Cơ bản,2024,0.030770636,0.132619767,0.041518288,3.309945608,0.76797851,0.047422568,0.835189427,0.003853788,0.23202149,0.23202149,2.489551462,10.81747585,3.824281071,0.045210308,-0.258243887,-0.014264347,0.067137337,1,B,Yếu
TIG,Tập đoàn Đầu tư Thăng Long,Bất động sản,2021,0.058413735,0.102305906,0.17803809,0.751401549,0.429028711,0.07696501,2.230078737,0.819038208,0.570971289,0.570971289,0.257581007,1.415196647,38.64052268,0.83188313,1.348171092,0.9221992,0.894716564,4,BBB,Trung bình
TIG,Tập đoàn Đầu tư Thăng Long,Bất động sản,2022,0.051275573,0.088500516,0.138837459,0.725978103,0.420618374,0.065966336,1.581195008,0.485341165,0.579381626,0.579381626,0.218627815,1.836191677,35.69686415,-0.388909714,0.076675356,0.041072088,0.22656121,4,BBB,Trung bình
TIG,Tập đoàn Đầu tư Thăng Long,Bất động sản,2023,0.054670542,0.087666515,0.120150801,0.603542068,0.376380564,0.07043949,2.601149379,0.54717818,0.623619436,0.623619436,0.297621447,2.287441753,73.33907641,-0.396359327,0.023184002,0.306380505,-0.040354391,2,AA,Khá
TIG,Tập đoàn Đầu tư Thăng Long,Bất động sản,2024,0.034242137,0.077337979,0.17136886,1.258561715,0.557240347,0.08405808,1.537603891,0.209676362,0.442759653,0.442759653,0.365687831,1.451114874,2.946849028,0.402486124,-0.379946811,0.216375761,-0.010031277,4,BBB,Trung bình
